,Tweet,label
585,"During the online test, Perio, the person who taught me, uhhm, I am satisfied with my carranza book, hikss",1
586,name ahmad yahya wardana address jln h abdurrohim no rt rw citangkil-cilegon no ktp no hp email ahmadyahyawardana com stop wifi don't use online teaching home wifi cons,-1
587,online solutions for mayar must be full of active teaching and teaching Ciga Tai,1
588,"mhn the teaching and learning process is open July online teaching, sorry for the guardians of the students, the economy has not yet recovered, if you take care of the costs of school children, I hope Jokowi is strong, God Almighty, the people pray",1
589,"lrt actually teaching online is really hard when the elementary level is noisy, my sister and middle school are busy, my mom sometimes doesn't understand technology, it's good if you're older if you don't tell me",1
590,"be wise to teach Covid emergency, home teaching prohibits the burden of online teaching processes to achieve curriculum focused materials for life-skilled students, tasks, activities according to infrastructure, Minister of Education and Culture no",-1
591,"greetings, friends, religion, content of ramadan h, PBSB alumni, Ministry of Religion, for state teaching, online sharing scholarship, schedule for PBSB alumni, Ministry of Religion, for state teaching, sharing",1
592,"I'm personally proud because I don't know how to complete the material, fyi, my friend teaches semester material, I teach online, yes, I help my friend teach, the name of Uika's son is ulan",1
593,"Assalamualaikum Tri km Riau it is difficult to teach the online system because the internet doesn't have a signal, the fee is not strong enough to buy a house, you can't afford to pay for the three campus facilities, the internet doesn't work",-1
594,"review of online classes, hello friends, how are you doing, online classes are really fun, don't skip class, yes, afaanjafutureacademymanmanjamiminanjastudyathomestayathomeworkfromhomelearningonlinelearningonlinelearnfromhome",1
595,"heavy debut, dance hour, singing hour, practice, jeno, teaches home, the online system, isn't it tired, jeno's mom says it looks like his parents are winwin jeno, he's already an artist, not automatically",1
596,"my adequa teaching online is crazy now, min, my eyes have been added, I have to keep my laptop in middle school",-1
597,flash info on teaching and learning activities like according to the online kbm student teacher's student calendar,1
598,Jakarta Education Office worships cheerful Ramadan program online teaching organizes farmer and teaches home Ramadan h,1
599,"newslinemetrotv online teaching innovation, Binjau city government, North Sumatra, builds sigum innovation, teacher innovation system, innovation, helps teachers teach online system, Indonesia against Covid",1
600,"where students don't have cell phones, it's also difficult, so how about online teaching at the Ministry of Education and Culture",-1
601,"it's hanging, go, go, already got permission to hold kbm july online, the go teaching system is good, the go application is created if you want the online system is good",1
602,teach online polytechnic students active tan assisting field farmers,1
603,"covid creative teacher online teaching attracts students' attention, teaching app, designs teacher teaching videos",1
604,"sorry for the online lecture pandemic, because of the efficient benefits, why work online, why not a teaching permit, no work left, please provide wise information regarding the pandemic regarding teaching permits",1
605,smk has taught online like that,1
606,teach hard grades online,-1
607,"swear to teach online algorithms gangerti samsekkk corona go, sono momma, look for it, don't tell me to take a shower",-1
608,"it's original, since online, I've never taught civil law, I've forgotten the form of kuhper, maha ntr, I'm a blind salary lecturer, aren't we",-1
609,finished a short online class entitled Teaching phonics in early childhood free of charge queensland university of technology qut very short meeting times are quite how complex it is to teach reading,1
610,teach in the middle of july the covid pandemic for active teaching like online humanities adadikompas,1
611,really online free form of teaching,1
612,"provide easy, cheap internet connection for free, easy teaching students, complete online teaching process",1
613,"I love my mom's cellphone, I borrowed it from my nephew, I don't have a cellphone, then I teach online, I borrow my mom's cellphone, if I don't get it, my mom gets a good cellphone, but my cousin gave me the cellphone",1
614,"thankfully, if the lecture is online, it teaches cooking, positive thinking",1
615,wrong teaching online mode the benefits of the home teaching portal Kemdikbud help the pikadka exsaris januar teaching model for teaching model tips,1
616,"I'm sorry, it's not bad, Mas Nadiem P Jokowi, go out wisely, teach online, free electricity program, count already free times",1
617,"gusti nu agung is cool, I teach online sugan tea tos pere",1
618,please help push the catheter for excess online home teaching,1
619,"Sorry, don't want to teach online, just pay the full BPP",-1
620,"When conditions are like online teaching, you see your cousin teaching elementary school classes, oh my gosh, it's really troublesome",-1
621,"how about ill parents who are quiet, ask them to teach via online, the task for video calls uses internet quota, if video calls don't use quota, thank you",-1
622,"online teaching requires quotas, parents have been laid off, forced to break through to regulate local government, in fact, for the death of candidates, Pancasila continues to exist, Nadiemmana, students are miserable",-1
623,"those who have obstacles in online teaching which are a result of ineffective teaching, emotional teaching, the effect of changing student behavior",-1
624,full online student learning result sharing notification open,1
625,"pls don't go online, tryout online selection is cheating, jockeys, please don't give up, please fight and teach",-1
626,"students ask to teach online the auditorium uses an invitation event, lecturers want to be face-to-face, order to teach online, wrong personal agency on the side of students",-1
627,"no, don't take online teaching seriously, don't really affect online, gt, after knowledge, don't get the original teacher's assignment",-1
628,"Tell me to teach online when I'm on a news assignment, I feel like my heart is broken",-1
629,sad student smart phone online laughs,1
630,teaching resources b teaching materials for student assignments online videos easy impact access less paper waste,1
631,"Add home teaching knowledge, examples of online courses, free online courses, so let's take a look at the online courses, young friends, young blogmuda",1
632,"online teaching activities, unpad feb week, student lecturers are not active in teaching online method session activities according to",-1
633,"hahaha yes, set your own challenge, work on online materials, pack audio-visual materials, need parents' work, oh, teach college economics",1
634,use fencing allocation orders to support online teaching,1
635,"use edpuzzle, teachers monitor students' online teaching actively",1
636,"internet is a problem for students in online teaching areas, both net fees for coilnews",-1
637,"dropping out of online college, really intending to go to college, lazy, not lying down, really teaching material",1
638,"I still have a positive side, a negative, a positive, a value that is destroyed, a negative, a person who teaches a direct meet-and-greet system, loses with the online system, if it's online, it's not easy to teach someone who doesn't know",-1
639,stay at home teach online home group wa safe,1
640,"Online teaching is not effective, Indonesia is an emergency, educate",-1
641,teach online delicious cup of coffee,1
642,"No, there are lots of cellphones because there are so many online teaching groups",-1
643,"I'll teach you directly online, I swear what if it's in May?",-1
644,"I like to send online lectures, I'm enthusiastic about teaching w boro teaching me to take a shower drag my mother",1
645,"teaching school classes, the students know online teaching, the issue is that students are active in school in January, the fate of the teacher knows his students, he directly teaches online",1
646,"online lectures teach well, teach killer lecturers, understand teaching materials, non killer lecturers, fill in assignments, assignments",-1
647,"To break through, Minister of Education and Culture teaches online homes, students complain about slow internet access, please along with the bandwidth level so that the program can run smoothly Menkominfo",-1
648,"when you hear him, it's funny, the house is full of lecturers who teach online lectures, he pays attention to the simulated student absent one student",1
649,"Teaching online, I think it's really hard for children to change the path, connect material, don't take it, it's already very helpful, I hope you're stupid, don't you understand",1
650,the spirit of online teaching sometimes makes the blusukan crew of mmc youtube bored,-1
651,it's not good to teach online continue to eat how dry life is,-1
652,"but online classes, how to teach online etiquette, one thanks to the teacher, friend, who has given knowledge",1
653,"confused about the project, mas Stafsus apdet, information on entering the cottage in cilacap-banyumas, yogyakarta, there are a lot of boarding schools that are in a late situation, there are many cottages that are ready with healthy protocols for online teaching and learning too",1
654,"The value of PS is happy to have taught the Ministry of Tourism and Creative Economy, Australian Marketing Institute, Australian Direct Value, the world's digital online LMS system sistem",1
655,"In a situation where the teaching process is completely online, writing is still hot, discussing the paradigm of the model student, challenging the field of digital teachers jumahberkah jumatambyar",1
656,"online, don't understand installments, teach lazy naudzubillah",-1
657,"Thank God, the order to implement the online semester course system saves money, gasoline, futsal, costs, treasurer, FC, printing, etc., real life teaching parents",1
658,"chatting in a shop with stories about children who have to teach online, your son's cellphone debt uses a cit cellphone, hopefully the children will be pious",1
659,"High school children have been so neglected, even if they teach online",-1
660,"if smt is really fully online, it's like having to teach legowo, dr. I'm really sad, i just want to say hi, practicum matkul, who doesn't really know like practicum, don't let s be friends",1
661,"Corona changes lifestyle, active, online office, home work, online absence, sends reports online, online technical guidance meetings, teaches maximum benefits of gadgets",1
662,"original on March, pjj online teaching class teacher work plus school operator dropped out",1
663,"Mas Tri, ladies and gentlemen, don't be surprised, if there is electricity, one online teaching in Indonesia, hopefully it will be successful",1
664,"Children's brains are dull due to online teaching, young people care about empty directions, worry about daring to fill in the blanks, develop skills that don't teach the school world",-1
665,"If you're a home teacher, wifi quota, you don't understand online hooks, teach how to zoom, etc., the rights of students, lecturers, are mandatory",1
666,"I'm aiming for prospective students, I'm aware that teachers demand wisdom, teachers don't go in the same direction as online online lectures that use natural teaching applications, teachers are hesitant",1
667,pre-work free version pre-work learning from home online learning online learning,1
668,The wisdom of the ignorant pandemic doesn't teach what is involved online darling,1
669,"I don't understand the material since I've been online, I noted that it's not true that the situation supports me to fall down so I'm excited to teach",1
670,prone to paying the price of material values ​​appoint skpp cadres prone to democracy teach volunteerism waiting for self-presentation Bawaslu online discussion,1
671,online lectures eat and drink lying down to do piles of assignments teaching ofc mingdep w uda uts,-1
672,I haven't taught online since I didn't go to school and then it's a semester my brain is crying,-1
673,"cheer up, bro, yes, I mean online teaching, by the way, in class, bro",1
674,"Friends of Bawaslu, let's be successful at school, watch out for participatory skpp online, Bawaslu, welcome to actively participate in online teaching and skpp, city Bawaslu.",1
675,"mixed feeling when I read breaking up, I had to be online, the teacher was happy, sad, angry",-1
676,"uas is like online the work page of the june hall, good luck, good luck, don't forget to pray for the final exam for the unair semester",1
677,class monday july x teaching meeting like online online via whatsapp google drive teaching schedule Monday wednesday friday give material assignments deadlines for assignments discuss evaluations,1
678,"what can the teaching process for online homes be, invite elements of the community to set aside money for honorary teachers",1
679,"It's annoying to be daydreaming, tell me to read online teaching week literacy in front of me, annoying quizzes, I don't think you're asking for bumps",-1
680,"give Unib student quotas for the online teaching process, the conditions for students to be active in vocational d strata s pay for even semesters list link",1
681,"Referring to the circular letter of the Ministry of Education and Culture, the number of points, the teaching process at home is like an online world, the distance of students is the burden of further demands, next Minister of Education and Culture is looking for students",-1
682,"Bdr online lectures teach at home, it seems that the teaching pattern like it or not like it doesn't like it, sometimes internet trouble is not focused on anything else, it's not enthusiastic.",-1
683,"compete online teaching kpai, students complain that assignments are piling up quotas",-1
684,children complain about pressure due to online teaching at home,-1
685,"campus schools teach online, campuses are open for administration, it's very quiet, no students tomorrow will be completely closed",-1
686,"Seriously, Corona will go away fast if I teach online at home like I'm crazy, I'm not really surprised that the acne has disappeared and it keeps popping up, it's really stressful, I didn't teach home.",-1
687,jd thinking semester teaching phonology et al online brb crying,-1
688,West Java teacher initiative to teach students' homes does not belong to online teaching devices in areas that are difficult to reach for television broadcasts,-1
689,parents who complain that it is difficult to buy quotas for online teaching children so that teachers are not optimal like assignments that don't have an android phone,-1
690,the side of not going to school not going to school teaching online the side of entering the risk of the impact of covid,-1
691,"hello, let's join the webinar on the implementation of online teaching for students and students in Microsoft Teams, Microsoft Forms, in the afternoon, join us",1
692,it's not effective to send appreciation to the understandify team for giving free access to online school long lessons i don't understand how the system works start-up edtech indonesia says really,1
693,I swear I can't understand online teaching,-1
694,"I'm surprised to take a peek at online teaching groups, only students who are left to test are bombs, kiddos",1
695,"pandemic, teaching and learning is like online, except for semester exams like online access to test",1
696,"The number of positive COVID patients in the Indonesian toddler group, the strong foundation of the Ministry of Education and Culture holding back the online teaching system for the corona pandemic",1
697,"Schools closed due to covid outbreak Indian Kashmir Hours, students' daily routines have not changed taking online classes via video recording, home teaching, Indian Territory Quarantine, Long Tuesday of May, to prevent the spread of Covid",1
698,smk slb Bantul is difficult to participate in online teaching,-1
699,"HBs, don't forget to teach about the Sultan of Banten, Mas Abe and Mas in the online discussion on archeology, Quran link --",1
700,"Ah yes, I mean sorry, I didn't ask, ah, I'm working in an office, right, isn't it, mas, july joins the online teaching process",1
701,"To be honest, online lectures are for teaching, if you are offline, you can't teach it's weird",1
702,"okay, I've fixed the online teaching until",1
703,"students whose cellphones from village students have a hard signal, those who get together when giving assignments, cellphones that are packaged in a teacher's dilemma don't teach online",1
704,use online teaching if the house is out of electricity it's been like hours ffs,-1
705,"I've seen the news, I've told the campus for the full semester, I like online teaching, I like online teaching. People like home, but I teach, it's not optimal.",1
706,"free quota does not help the teaching process, teachers, their students use wa u online teaching process",1
707,"Just an opinion, if you're used to teaching independently, aka what people say I'm really stupid online, it's really felt by people now, so they have to look for initiative references to find me as a student, really teach like that",-1
708,please instruct the village funds to be used to install wifi at the village level for online teaching students who don't buy data packages,1
709,"Yes, I'm at the point of caring, I don't care about the pandemic, I survive. I'll try to keep the teaching effective, but it turns out that the online system is really difficult, the name is fixed so it's stable, cont",1
710,"teaching house online mode assignments, online materials, parental tasks, complains, principal says don't give too much to suwe, teachers are confused about zombie work s on the way coming guys",-1
711,my province is difficult to teach online,-1
712,"I'm tired of teaching online, I'm tired of teaching and I'm afraid to open a wag that teaches I'm tired of administratively preparing online materials that I teach",-1
713,"let's take advantage of Ramadan and teach, let's register online SPPA Bawaslu for DIY for Panwaslu sub-district, Panwaslu Lurah, village pilkada, DIY which is off",1
714,"The semester is short in the morning, just finished teaching online, okay?",1
715,happy teaching and online skpp,1
716,teaching room decor for pandemic online teaching spirit level,1
717,"I hear that old lecturers who teach online teaching media make it complicated, so give them assignments so that students really teach hard to be complicated",-1
718,"Thank you so much for the one who taught me to die if you go online, don't go back",-1
719,"It's really heavy, I can't really study online at first, it doesn't matter, so I'm lazy to teach, but when I enter I'm afraid because the PP campus is driving",-1
720,"Playing the economy, playing, playing, eating, at least the people are calm and teach it, they're not afraid that the Indonesian net doesn't work like that, but some online, honestly, don't play seriously.",1
721,"learning from home lfh yes, the impact of the quality of Indonesian students on the side effects of online home teaching has a positive impact",1
722,"hi staners, online seminars, manage productive emotions, teach the covid pandemic in the afternoon, definitely register, okay?",1
723,"Mrs. teacher updates the information for the guardian of the student who has the wrong task who likes to be literate, Nadiaemmakarim, learns online",-1
724,"the syndicate of the effects of the pandemic on the evaluation of the online college education system, no practitioners of teaching education come out complaining, the pandemic teaching system complains like online teaching is heavy duty",-1
725,jogjawarta yogya city teacher helps online teaching credit smartfmjogja,1
726,yes ampyun ngesakno e ta wes boy teaches online at home cb lek lek no money to buy internet package how do you teach it then those in villages that have no signal e how online don't know mom is dizzy,-1
727,"teach to complain about the online teaching system of the covid brigade pii aceh task force, regret the steps of the minister of education and culture",-1
728,"Ma'am is willing to teach the online system to break the chain of spreading covid, the house wrestling with the net is sometimes unstable, it's not uncommon to miss the net class",-1
729,ielts ready course online ialf class tuesday duration week hours teaching component cover virtual face-to-face class activity content online assignments click,1
730,"While I'm teaching online, I want to dye my hair so that it's twins like wonjin",1
731,"I teach online when I teach a class, do you know me because I sometimes forget my face",-1
732,"automatically not the results of schools selling online because of the day of kais rupiah, the results of selling school snacks, news about helping orders listroksembakoblt listen",1
733,"school holidays are off for the online teaching season, it's okay if you teach online teaching, you know",1
734,"The pandemic is over, I'm not online, oh my gosh, I swear to do it, how to do it, I'm diligent in teaching so I can do my final exams on campus, of course I don't open book that bitj must be defeated by myself",-1
735,"I really enjoy taking English lessons offline, but I don't really bargain online, if I don't teach, I don't meet the teacher directly online, it makes my brain tilt",-1
736,"parents complain about teaching online, parents are hard to demand lessons from parents, then please sue students for teaching subjects",-1
737,"So my friend who belongs to Prhtian is more concerned with educating children who think to make an emergency pus, an emergency pus, holding a teaching facility for village children who are not in school holidays, almost even the one this month is still online",-1
738,"My online teaching grades are good, I'm teaching myself at Kulon and Copas only work bwahahaha",1
739,just teach offline I'm sometimes the governor online,-1
740,congratulations school cadres watch out for participatory online skpp officially launches provinces throughout Indonesia teach to add knowledge to Ramadan candidates watch out for milu Bawasluskpp online Ramadan with Bawaslu,1
741,"complete discussion of saving friends, access to new articles, hematid tips, saving children's desks, online learning",1
742,"Wow, teach to die, die, lose, jockey, don't go online, please delay, it's okay, don't go online",-1
743,"The test school generation is not natural, the forced school generation is online, the teaching teacher is sad to graduate",-1
744,lost like the earth telephone appears the media is missing the online teaching system nadiemmanamamahasiswa languish,-1
745,moody online,-1
746,"please teach the online rumor school folder, jdhshsjs",1
747,"not to promote, welcome online teaching",-1
748,"don't feel comfortable at home, teach the type of person who is effective when it's online or not",1
749,"light, reasonable, free spp friends, online lectures, lecturer services, office staff, administration, etc., online salary, ji remaining teaching rs",1
750,"I'm tired of teaching online all the time, already the material is dry, it doesn't arrive at the otax that drains the quota",-1
751,"it's better to teach, don't worry too much about tuition, full online, hello, no facilities that I can get online, teach me a competition for people who are stressed, no knowledge that I learn",-1
752,"hallogoodmorning the student office complains about the cost of credit, online teaching data packages, schools change candy to use boss funds to buy student credit",1
753,The implementation of online training for a pre-employment card arguably helps prospective professionals with the ability to solve problems and complain about training prices that are considered expensive,-1
754,"It's really bad, just imagine if the lecturer is old, sorry, he doesn't know how hard he teaches to give digital materials to students online huhuu",-1
755,"I've taught myself not to study online, so it's not effective. I'm stupid, I pay, I don't use campus facilities that waste money",-1
756,"the covid pandemic affects the world of education, listen to the stories sent and the twists and turns of teaching via online viewing indonesia metrotv recording from home taking care of each other pandemic Sunday wib metro tv",1
757,"feel wise that late gusdur ramadan is active in teaching at home, different from the digital era, teaching online",1
758,"the solution for online lectures to take online classes is really not effective, adding to the environment, there is a lack of knowledge about life and teaching online",-1
759,"The teacher's efforts have been hard, sometimes it's just students who don't pay for assignments, just give them from the hairy age, students who have been teaching online for months are still asking what kind of assignment is it, it's a dick",-1
760,"Fira has finished the postgraduate program, public wisdom, Fisip, Airlangga University, Surabaya, clothing, cerebral palsy, spastic type, discussion, online teaching,",1
761,"active online teaching, the covid pandemic pandemic, needs the community to keep their distance in social interaction, social distancing, home quarantine, isolation of vulnerable individuals, not being exposed to the virus",-1
762,"Happy teaching and online skpp Bawaslu, Central Jakarta administration, at home, Bawaslu, Bawasluri, Bawasludki, Bawaslujakpus",1
763,"The only effect is online lectures, where are you ready for good teaching styles, lecturers, students, lectures like me, don't talk like that model",1
764,"because teaching online online, parents die hard work bin cellphone children so I can teach really love",1
765,"repost online learning, let's learn online together, let's just fall down, choose one to be productive, it's better to teach together online seminars",1
766,"campus, student subsidies, quota for online teaching support facilities, where the details of the subsidy detail the UIN in collaboration with the Telkomsel Indosat XL Axis provider, are different",1
767,"KPU RI is ashamed that elementary school students teach an online online system according to the demands of the century, class institutions, KPU, voting using paper, push for an online voting system",-1
768,sad online teaching,-1
769,"I want to teach, I just resigned if I teach online, it's not effective, I'm like a lazy teacher",-1
770,"it's not wrong, conventional school design schools teach online, sorry full of expectations",1
771,"at home, stop teaching Pannafoto institute launches online class series, class duration, zoom hours, zoom list idr class",-1
772,"I'm surprised that it's been over, after the month's holiday, I'm off from college. Still online, it's a holiday, it's better to just teach it, it's a big loss of knowledge, can't pay, no deductions. . . . . . . . . . . . . . . . . . . . . . . . . . . . . .",1
773,"noisy offline online lectures, it's better to use normal adaptation videos for pandemic lecture socialization tips for teaching a pandemic if but how do you like to make noise wrong example of tweets",-1
774,"the enthusiasm for online teaching sometimes makes the mmc crew bored with online lectures, bdr teaching at home, it seems that the teaching pattern is like it or not",1
775,"schools, universities, applied online home teaching systems, smartly set this strategy so that the spirit of fasting is taught",1
776,The covid pandemic demands the world of students to be active in teaching online homes for one Indonesian student belonging to databoks internet access electricity,1
777,"the house is difficult, how to work from home, teach at home via online if you don't feel like staying at home",-1
778,"Corona holiday, online system that teaches online, teaches online assignments, gives material, doesn't give assignments, it's bad",-1
779,"cm I'm not ready for online lectures, the pressure is really big, how can I still take it I'm really serious about teaching online at home, not really",-1
780,teach garden science online enthusiastically practice at home,1
781,"the gt videocall app that has been used for online teaching, discussions since physicaldistancing nder",1
782,"the role of parents is to help the spirit of teaching children, parents know the child's development, logical teaching process, teach online, use zoom wa",1
783,dizzy online teaching,-1
784,"I'm already dizzy thinking about the value of online news, it doesn't teach me, my school doesn't really work, isn't it",1
785,"Earth doesn't talk about teaching online systems, it's not effective for practical work, I hope the offline lectures will be staying home",-1
786,percent teach East Java creative online teaching methods,1
787,"It's dizzy to teach online picket, it's really hard to control children so they don't disappear during teaching hours",-1
788,"After the pandemic situation, change teaching methods, definitely online, not developing teaching methods",1
789,"teach online, children teach online, the house is noisy, the contest is the internet net sound room",-1
790,"friends, education, home teaching, comes to the app store, you know, download the application, explore its features, for free, teach home, learn, iphone, learn online, learn from home",1
791,"please stop complaining, the solution means suffering, because online teaching may not be effective, thank you for teaching which means knowledge of flow",-1
792,please check so that the teaching behavior is properly stored if the puebi is online,1
793,"I followed the webinar very thoroughly, because the minister was extra careful of students who took classes with healthy protocols for online teaching, eh, cnn provoked people to insult",-1
794,"Happy national education in May, the digital era, the condition of the covid pandemic, teaching is not easy, the online system is teaching",1
795,"free online teaching system pandemic, teach colleges and campuses, exchange ideas",1
796,"effective, not teaching at home, the teacher's perspective on one side doesn't say it's effective because students don't have complete facilities online on the other side",1
797,"the minister helps children who are studying for subsidies because the economy is falling, it's difficult because the semester fees pay for teaching the online system, the parents' children lose",-1
798,"Mas, outside the letter, viral doodles, tug of war, Indonesian material, good spelling, perfect, I hope you open an online class if you are interested in registering hehe Seriously",1
799,"those who need to be taught online, who definitely need a quota, need to buy Eid cakes, but still, buy a broken cellphone, add your parents, it's not good, the situation is like sm to m hard",-1
800,"pay for the media, yes, they still say online teaching has been effective ahaha",1
801,"where online, lecturers don't give material, know where to take the teaching test, thank you, thank you, thank you for getting ppt. For reading ppt, it's not the same. University of Pancenndlogok, Belanegara, Bikinlara",1
802,"a suitable post-pandemic education system is an online teaching management system learning management LMS e-learning system is very challenging, it is not impossible to do it wrong, the condition is that students become the focus of services where students learn infrastructure",-1
803,"let's teach how to turn money plans in the covid pandemic situation, financial planning online seminars, understand optimal money conditions, plan to be ready for the may pandemic, register",1
804,"wow wow it's so nice, bro, you know that you bought your children to teach online during a pandemic, you know that",1
805,"I'm lazy to study online, the name is to teach accounting",-1
806,"Online semester again, just make matkul notes using a twt thread, so I'm excited to teach",1
807,"think of teaching as doing homework, please understand that listening to online classes is really difficult to teach online, it doesn't take the effort to read and think",-1
808,"Sis, Agatha, the sister or brother who lives in the former, still teaches, doesn't ask online complaints",1
809,hope online college doesn't teach,1
810,"Afternoon, friends, professions, teachers, lecturers, news, posters, let's help online teaching content, sons and daughters are happy",1
811,"online teaching business law is not very good, good luck",-1
812,"welcome to e-learning and online skpp Bawaslu from sd May Congratulations on teaching the spirit of online e-learning skpp at home, social distancing, Bawaslulawan, COVID-19, the Bawas movement, without wearing a mask",1
813,"regent of Dairi discussion opening of principal, honorary teacher of Kindergarten sub-district of Axisl Regent of Dairi chromebook school pilot project for online teaching",1
814,"if it's online, students demand that they look for forced materials, meaning understand, don't understand, understand if you can't complete assignments under the guise of online lectures, upitolakpayukt students",-1
815,"can w online w mo you say kating feb ui says it's your job to teach don't think about the online system how come you don't have to think about it, it's important already taught",1
816,"the condition of the covid pandemic, assisting children to teach at home, to be ready for hematid, tips to save children teaching online, covid",1
817,"Corona teaches students to be honest, disciplined, diligent, neat, champion, demands that the world really needs to educate children whose IQ belongs to good characters, Covid, online learning",1
818,"If public schools don't pay, mas, Central Java, I teach from elementary to high school, no fees, but if private schools don't pay, then the teacher's salary from the teacher is accompanied by online teaching",-1
819,"Successfully teaching online students, the role of parents is needed because students are at home, parents' guardians are stupid, giving up on the teacher . . . . . . . . . . . . . . . . . . . . . . . . .",1
820,"sch, share the joys and sorrows of online teaching, let's go, I don't like to wander around on group assignments until the evening, I'm sad because the teacher gives me teaching assignments",-1
821,just the privilege of online teaching passed the give away route by m nanda fauzan,1
822,"Friends of Indonesia teach investment in online capital market schools, record the date according to domicile",1
823,academically active kbm with max online composition sells for all study programs with no addition to monev achieving PIKA lessons in the near future holding various trainings related to the online teaching process while KJM makes guidelines to guarantee the quality of online learning,1
824,"cm if it's online, what if you have received the university, you can directly teach online like that",1
825,"it's hard for people to teach online, it's hard to cover the boundaries of effective online tutoring, it takes thinking power",1
826,"As a private teacher, I will be greatly affected by those who ask for online teaching, whether or not children like online teaching methods and tbh also don't like online teaching very much, the factors that make you dislike an unstable connection",-1
827,"The online teaching date is correct, but the contents of the letter with point AB are correct telling me to come to school xd haha ​​what's funny is that the day the letter has appeared revision of point c, fill in if the history of illness doesn't come in",1
828,"not immediately the industrial revolution in the field of active education, teaching and learning at the elementary and high school level is online",1
829,"information, circular letter, Blora district education office, active in teaching long online homes, of course, early childhood, elementary, junior high-equivalent",1
830,"I need to edit my camera, my cellphone broke because it was slammed, how can I teach online, just pray",-1
831,"Looking at work from home, online teaching is serious, but I can't think what to panic",-1
832,"Friends of the Bawaslu, the global pandemic of COVID-19, the spirit of teaching, just go home, Bawaslu, there is a cadre school, watch out for participatory SKPP, online selection",1
833,"those who return home, infected, quarantine, home, campus, business, school, online, home, friend, fall down, work, fall, teach, collapse, covidindonesia, lockdown, Indonesia",-1
834,"change the face-to-face teaching system, online teaching, the disaster factor of the virus outbreak, you know, next year, online teaching standards of student competence wkwks",-1
835,"stereotyping online essays I think I'm lazy, the lecturer's room thinks that I'm teaching, it's really sad",-1
836,study online at home pkbmrona always be stubborn you can drop out of school don't go to pustekkom pkbm ronaa,-1
837,"I'm tired of writing chat in English, high school students, I don't understand how to teach online, smart kids, foreign primary school tutors",-1
838,"students, students, parents, technology literacy, e-learning bus applications, suddenly demand ordinary teaching, online bus teaching systems",-1
839,"homeschooling students, students from the wrong university, which only teaches at home, aka online teaching, as if the situation is normal",-1
840,"semester because teaching online lectures is not effective by teaching campus teaching semesters again, teaching semester lessons don't enter the brain lost",-1
841,the results of the meeting of the commissioner for the protection of Indonesian children kpai difficult children teach online at home kpai study at home,-1
842,"hi mother, let's friends teach online, Leila, the early childhood teacher of Pgri Padang, to talk, play and teach, the house is fun, let's click on the link pgrilawancovid",1
843,source of online teaching problems online learning,-1
844,no teaching and learning activities kbm in the campus environment instead of effective online teaching activities the percentage method of online lecture survey results salampersma,1
845,"Hello, high school sister, Riau Island, likes to write poetry. Teach writing poetry. Come on, join an online class, write poetry, register yourself, link, the Kepri language office, National Literacy Movement, online class, write poetry",1
846,"Lecture hours change online, but my friend's book is already home, just take the book, boarding is not allowed, parents are not allowed to buy a book, I'm confused where to go tomorrow",-1
847,"ip smester really doesn't match what I expected because it's really hard to understand online teaching that helps, friends, if friends don't help, sorry, be patient, Corona is really really giving a hard try, keep the spirit",1
848,"Mas, teacher, madam, teacher, cikgu, come on, let's join the list of online training batik, teaching teacher, the benefits of free home teaching, tis kulak, networking knowledge, satisfied register",1
849,"sender, remember, remember me, you're online, ah, both of you are enthusiastic, don't think about weird things, teach you to do your homework well",1
850,"pandemic gin, send yasin, pray for the deceased friend, just go home online, thanks for teaching non-matic motorbikes, God willing, it's clear to come home",1
851,personally forced to teach speedy join online teaching at least udemy skill academy hihihi good comprehensive online lecture coursera udacity taste online lecture,1
852,alif lam qomariyah alif lam syamsiyah my ninja way at night the mad sign continues hijaiyah letters ga teach online school teach from home,-1
853,"After a week of circulars from the Chancellor who teaches online for a long semester here, he thinks if you take the oath, you're bored with money, after buying a package quota, then what if you go home if you want to carry it",-1
854,Tired of online teaching campus ready to go again,-1
855,"cooking, cleaning the house, playing cellphones, reading the Koran, teaching siblings, online, restaurants, twitter, sleeping, joking, family, sports, Ramadhan, full of blessings, share, balance",1
856,"teach me to make it crispy teach me to be crisp online woiii yes online, don't worry",1
857,"Another room is school, one is busy studying online, one is busy teaching, Zenius is wrong to change classes",-1
858,teach online help parents giveawaygopaycarfix,1
859,"Complaining about the ineffectiveness of online lectures, going back and forth, an opportunity to endure and develop adaptation",-1
860,"teach online google meet address is ready to login, there is a telegram intensive teaching group available, maximum people in the telegram group class",1
861,covid pandemic don't forget to keep your eyes healthy teach children online,1
862,maximum online teaching ponpes abu hurairah ready,1
863,"the maximum hours are the resources for testing the online platform, teaching hours are according to what you can achieve, don't force it okay",-1
864,"repost, hai knights, airlangga, the covid pandemic, the teaching process for UNAIR is different, one of the processes is like an online exam online, the online teaching process",1
865,"Tanyaricis, sis, teacher, teacher, gives the task of the minister of education, orders him to teach online, housework, homework, seabreg's task, it's like washing dirty, heum, Tanyaricis. . . . . . . . . . . . . . . . . . . . . . .",-1
866,"Bem's narration that lectured fell down so it didn't slant, didn't connect, I lay down, didn't lie down, I chose the one I had chosen, changed the teaching system offline to online, but now the narration has changed to online lectures, so it's not tilted okay",-1
867,don't forget to be diligent in teaching reading online school or online,1
